site,date,eto,vpd_medio,t_media,rh_media
rio_claro,2025-01-20,5.8,39.025,31.89,17.34
la_esperanza,2025-01-21,6.1,30.388,30.869,31.948
rio_claro,2025-01-21,5.9,37.112,31.35,18.86
la_esperanza,2025-01-22,6.1,25.25,29.775,39.658
rio_claro,2025-01-22,5.5,31.075,29.586,24.886
la_esperanza,2025-01-23,5.9,22.763,28.351,40.806
rio_claro,2025-01-23,5.3,22.6,28.16,40.675
la_esperanza,2025-01-24,5.8,35.125,31.302,23.003
rio_claro,2025-01-24,5.3,27.413,27.981,27.361
la_esperanza,2025-01-25,6.1,37.7,33.123,25.379
rio_claro,2025-01-25,5.3,26.638,29.034,33.572
la_esperanza,2025-01-26,6.2,39.2,33.682,24.939
rio_claro,2025-01-26,5.4,36.7,31.897,22.32
la_esperanza,2025-01-27,6.1,33.162,31.868,29.548
rio_claro,2025-01-27,5.6,34.487,31.103,23.56
la_esperanza,2025-01-28,6,40.6,33.572,21.696
rio_claro,2025-01-28,5.3,29.487,29.414,28.08
la_esperanza,2025-01-29,6.2,44.562,34.841,19.958
rio_claro,2025-01-29,5.4,36.95,31.952,21.964
la_esperanza,2025-01-30,6,20.862,27.173,42.015
rio_claro,2025-01-30,5.7,38.1,32.562,22.324
la_esperanza,2025-01-31,5.2,22.438,27.55,38.857
rio_claro,2025-01-31,5.4,29.15,30.353,32.541
la_esperanza,2025-02-01,5.7,41.55,33.667,20.245
rio_claro,2025-02-01,5.2,29.575,29.296,27.416
la_esperanza,2025-02-02,6.1,33.825,32.689,31.506
rio_claro,2025-02-02,5.4,34.7,31.673,25.547
la_esperanza,2025-02-03,5.5,33.225,30.935,25.655
rio_claro,2025-02-03,4.8,25.875,27.667,30.056
la_esperanza,2025-02-04,5.4,38.287,32.621,22.096
rio_claro,2025-02-04,4.9,31.312,28.976,21.615
la_esperanza,2025-02-05,5.7,42.725,33.684,18.13
rio_claro,2025-02-05,4.7,33.675,29.76,19.37
la_esperanza,2025-02-06,5.7,41.55,33.822,20.97
rio_claro,2025-02-06,5.1,35.263,30.639,19.868
la_esperanza,2025-02-07,5.9,45.925,35.136,18.851
rio_claro,2025-02-07,5,33.138,30.561,24.404
la_esperanza,2025-02-08,5.5,22,28.046,41.791
rio_claro,2025-02-08,5.3,34.838,32.004,26.664
la_esperanza,2025-02-09,5.6,51.162,36.89,17.847
rio_claro,2025-02-09,5.1,32.513,31.774,30.646
la_esperanza,2025-02-10,5.4,15.663,26.084,53.454
rio_claro,2025-02-10,5,28.138,30.122,34.18
la_esperanza,2025-02-11,5.4,23.15,29.139,42.691
rio_claro,2025-02-11,4.8,25.7,29.33,37.039
la_esperanza,2025-02-12,5.3,39.85,32.09,16.468
rio_claro,2025-02-12,4.7,29.925,28.442,22.691
la_esperanza,2025-02-13,5.2,40.588,32.184,15.4
rio_claro,2025-02-13,4.6,32.463,29.21,19.821
la_esperanza,2025-02-14,5.3,43.625,33.18,13.96
rio_claro,2025-02-14,4.7,34.987,30.032,17.549
la_esperanza,2025-02-15,5.4,33.925,30.334,21.53
rio_claro,2025-02-15,4.5,30.65,28.411,20.71
la_esperanza,2025-02-16,5.1,25.737,26.849,27.001
rio_claro,2025-02-16,4.5,25.214,26.277,26.049
la_esperanza,2025-02-17,5,34.425,30.835,22.513
rio_claro,2025-02-17,4.5,28,27.786,24.886
la_esperanza,2025-02-18,5.1,41.5,32.658,15.729
rio_claro,2025-02-18,4.5,32.85,29.115,18.421
la_esperanza,2025-02-19,5.5,25.425,28.282,34.154
rio_claro,2025-02-19,4.7,37.2,31.167,17.859
la_esperanza,2025-02-20,4.1,14.262,23.916,51.715
rio_claro,2025-02-20,4,16.725,24.69,46.083
la_esperanza,2025-02-21,4.9,25.087,28.712,36.106
rio_claro,2025-02-21,4.2,22.462,27.356,38.193
la_esperanza,2025-02-22,5,38.55,32.97,23.163
rio_claro,2025-02-22,4.4,31.938,30.929,28.504
la_esperanza,2025-02-23,4.5,39.862,33.908,24.645
rio_claro,2025-02-23,4.5,31.675,30.204,26.079
la_esperanza,2025-02-24,5,42.312,34.269,21.531
rio_claro,2025-02-24,4.5,34.575,30.767,21.971
la_esperanza,2025-02-25,5.1,40.838,34.374,24.649
rio_claro,2025-02-25,4.4,31.188,30.247,27.429
la_esperanza,2025-02-26,5.1,44.713,34.158,16.549
rio_claro,2025-02-26,4.4,35.275,31.249,22.487
la_esperanza,2025-02-27,5,44.15,34.404,18.676
rio_claro,2025-02-27,4.3,37.325,30.743,15.586
la_esperanza,2025-02-28,4.7,21.875,26.865,37.896
rio_claro,2025-02-28,4.5,29.462,29.291,27.603
la_esperanza,2025-03-01,4.6,25.55,28.714,34.98
rio_claro,2025-03-01,4.1,22.65,26.659,35.054
la_esperanza,2025-03-02,4.8,26,29.859,38.011
rio_claro,2025-03-02,4,22.743,27.566,38.25
la_esperanza,2025-03-03,3.4,16.675,25.552,48.885
rio_claro,2025-03-03,3.9,16.112,25.032,49.161
la_esperanza,2025-03-04,4.4,31.763,30.003,25.013
rio_claro,2025-03-04,3.9,22.375,26.319,34.607
la_esperanza,2025-03-05,4.5,33.55,30.934,24.917
rio_claro,2025-03-05,3.9,24.788,27.472,32.322
la_esperanza,2025-03-06,4.7,29.275,30.2,31.635
rio_claro,2025-03-06,3.9,26.775,28.61,31.499
la_esperanza,2025-03-07,3.4,14.163,25.02,55.104
rio_claro,2025-03-07,3.7,17.388,25.404,46.306
la_esperanza,2025-03-08,4.1,19.275,27.093,46.018
rio_claro,2025-03-08,3.7,14.988,24.536,51.355
la_esperanza,2025-03-09,4.6,30.925,29.536,24.958
rio_claro,2025-03-09,3.4,17.862,24.417,41.454
la_esperanza,2025-03-10,4.4,35,31.501,24.142
rio_claro,2025-03-10,3.6,29.212,28.407,24.442
la_esperanza,2025-03-11,4,33.6,31.108,25.519
rio_claro,2025-03-11,3.7,24.688,27.22,31.45
la_esperanza,2025-03-12,4.2,34.312,31.579,25.944
rio_claro,2025-03-12,3.6,27.625,28.559,29.374
la_esperanza,2025-03-13,4.3,39.2,33.18,22.809
rio_claro,2025-03-13,3.8,36.688,31.618,21.076
la_esperanza,2025-03-14,4.2,21.05,27.124,41.451
rio_claro,2025-03-14,3.9,33.4,30.255,22.339
la_esperanza,2025-03-15,1.4,3.85,18.591,81.707
rio_claro,2025-03-15,2.8,7.162,20.345,69.839
la_esperanza,2025-03-16,2.3,10.913,22.96,60.95
rio_claro,2025-03-16,2,8.8,21.126,64.918
la_esperanza,2025-03-17,3.6,29.175,29.729,29.993
rio_claro,2025-03-17,3.3,21.725,26.087,35.745
la_esperanza,2025-03-18,3.8,34.925,31.374,23.763
rio_claro,2025-03-18,3.3,24.812,26.966,30.132
la_esperanza,2025-03-19,4,41.725,33.923,21.064
rio_claro,2025-03-19,3.3,31.175,29.429,23.935
la_esperanza,2025-03-20,3.2,10.85,22.864,60.761
rio_claro,2025-03-20,3.3,19.013,25.266,40.786
la_esperanza,2025-03-21,3.4,24.562,27.931,34.611
rio_claro,2025-03-21,3.2,21.462,26.003,36.005
la_esperanza,2025-03-22,3.6,29.9,30.471,31.22
rio_claro,2025-03-22,3.1,18.538,26.059,44.884
la_esperanza,2025-03-23,3.7,30.45,30.452,29.916
rio_claro,2025-03-23,3.1,24.237,27.106,32.377
la_esperanza,2025-03-24,3.8,22,24.874,29.827
rio_claro,2025-03-24,3,17.325,23.074,38.349
la_esperanza,2025-03-25,3,22.987,25.406,28.888
rio_claro,2025-03-25,3.1,21.925,24.049,26.624
la_esperanza,2025-03-26,2.4,15.562,22.858,44.013
rio_claro,2025-03-26,1.8,7.137,16.946,62.784
la_esperanza,2025-03-27,3,20.388,25.005,35.603
rio_claro,2025-03-27,3,22.05,24.419,27.861
la_esperanza,2025-03-28,3.2,18.15,23.593,37.359
rio_claro,2025-03-28,2.6,16.163,22.392,40.118
la_esperanza,2025-03-29,2.1,14.988,23.236,47.105
rio_claro,2025-03-29,2.2,12.25,20.562,49.246
la_esperanza,2025-03-30,3.3,18.325,23.99,38.353
rio_claro,2025-03-30,2.8,18.15,24.536,41.119
la_esperanza,2025-03-31,2.5,12.488,20.224,47.041
rio_claro,2025-03-31,1.8,7.7,17.108,60.246
la_esperanza,2025-04-01,3.3,20.775,23.366,27.458
rio_claro,2025-04-01,2.5,12.337,19.202,44.349
la_esperanza,2025-04-02,2.6,18.175,23.675,37.67
rio_claro,2025-04-02,2.3,15.75,20.624,35.071
la_esperanza,2025-04-03,2.6,25.575,26.176,24.497
rio_claro,2025-04-03,2.1,18.425,22.188,31.017
la_esperanza,2025-04-04,NA,29.275,28.304,23.621
rio_claro,2025-04-04,NA,19.812,23.599,31.775
la_esperanza,2025-04-05,NA,22,26,37
rio_claro,2025-04-05,NA,27.775,27.535,24.315
la_esperanza,2025-04-06,NA,2.725,16.131,84.835
rio_claro,2025-04-06,NA,0.9,13.886,94.052
